0
output;%
0 ; 0 ; 0 ; 7 ; 5,85276634659
0 ; 0 ; 1 ; 6 ; 4,38957475995
0 ; 0 ; 2 ; 5 ; 3,29218106996
0 ; 1 ; 0 ; 6 ; 2,9263831733
0 ; 1 ; 1 ; 5 ; 2,19478737997
0 ; 1 ; 2 ; 4 ; 1,64609053498
0 ; 2 ; 0 ; 5 ; 1,46319158665
0 ; 2 ; 1 ; 4 ; 1,09739368999
0 ; 2 ; 2 ; 3 ; 0,82304526749
0 ; 3 ; 0 ; 4 ; 0,731595793324
0 ; 3 ; 1 ; 3 ; 0,548696844993
0 ; 3 ; 2 ; 2 ; 0,411522633745

1
output;%
0 ; 0 ; 0 ; 7 ; 20,4846822131
0 ; 0 ; 1 ; 6 ; 17,5582990398
0 ; 0 ; 2 ; 5 ; 14,8148148148
0 ; 1 ; 0 ; 6 ; 14,6319158665
0 ; 1 ; 1 ; 5 ; 12,0713305898
0 ; 1 ; 2 ; 4 ; 9,87654320988
0 ; 2 ; 0 ; 5 ; 9,51074531321
0 ; 2 ; 1 ; 4 ; 7,6817558299
0 ; 2 ; 2 ; 3 ; 6,17283950617
0 ; 3 ; 0 ; 4 ; 5,85276634659
0 ; 3 ; 1 ; 3 ; 4,66392318244
0 ; 3 ; 2 ; 2 ; 3,7037037037
1 ; 0 ; 0 ; 6 ; 8,77914951989
1 ; 0 ; 1 ; 5 ; 6,58436213992
1 ; 0 ; 2 ; 4 ; 4,93827160494
1 ; 1 ; 0 ; 5 ; 4,38957475995
1 ; 1 ; 1 ; 4 ; 3,29218106996
1 ; 1 ; 2 ; 3 ; 2,46913580247
1 ; 2 ; 0 ; 4 ; 2,19478737997
1 ; 2 ; 1 ; 3 ; 1,64609053498
1 ; 2 ; 2 ; 2 ; 1,23456790123
1 ; 3 ; 0 ; 3 ; 1,09739368999
1 ; 3 ; 1 ; 2 ; 0,82304526749
1 ; 3 ; 2 ; 1 ; 0,617283950617

2
output;%
0 ; 0 ; 0 ; 7 ; 30,7270233196
0 ; 0 ; 1 ; 6 ; 29,6296296296
0 ; 0 ; 2 ; 5 ; 27,9835390947
0 ; 1 ; 0 ; 6 ; 28,5322359396
0 ; 1 ; 1 ; 5 ; 26,3374485597
0 ; 1 ; 2 ; 4 ; 23,8683127572
0 ; 2 ; 0 ; 5 ; 24,1426611797
0 ; 2 ; 1 ; 4 ; 21,3991769547
0 ; 2 ; 2 ; 3 ; 18,7242798354
0 ; 3 ; 0 ; 4 ; 18,6556927298
0 ; 3 ; 1 ; 3 ; 16,049382716
0 ; 3 ; 2 ; 2 ; 13,683127572
1 ; 0 ; 0 ; 6 ; 26,3374485597
1 ; 0 ; 1 ; 5 ; 23,0452674897
1 ; 0 ; 2 ; 4 ; 19,7530864198
1 ; 1 ; 0 ; 5 ; 19,7530864198
1 ; 1 ; 1 ; 4 ; 16,4609053498
1 ; 1 ; 2 ; 3 ; 13,5802469136
1 ; 2 ; 0 ; 4 ; 13,1687242798
1 ; 2 ; 1 ; 3 ; 10,6995884774
1 ; 2 ; 2 ; 2 ; 8,64197530864
1 ; 3 ; 0 ; 3 ; 8,2304526749
1 ; 3 ; 1 ; 2 ; 6,58436213992
1 ; 3 ; 2 ; 1 ; 5,24691358025
2 ; 0 ; 0 ; 5 ; 13,1687242798
2 ; 0 ; 1 ; 4 ; 9,87654320988
2 ; 0 ; 2 ; 3 ; 7,40740740741
2 ; 1 ; 0 ; 4 ; 6,58436213992
2 ; 1 ; 1 ; 3 ; 4,93827160494
2 ; 1 ; 2 ; 2 ; 3,7037037037
2 ; 2 ; 0 ; 3 ; 3,29218106996
2 ; 2 ; 1 ; 2 ; 2,46913580247
2 ; 2 ; 2 ; 1 ; 1,85185185185
2 ; 3 ; 0 ; 2 ; 1,64609053498
2 ; 3 ; 1 ; 1 ; 1,23456790123
2 ; 3 ; 2 ; 0 ; 0,925925925926

3
output;%
0 ; 0 ; 0 ; 7 ; 25,6058527663
0 ; 0 ; 1 ; 6 ; 27,4348422497
0 ; 0 ; 2 ; 5 ; 28,8065843621
0 ; 1 ; 0 ; 6 ; 29,263831733
0 ; 1 ; 1 ; 5 ; 30,1783264746
0 ; 1 ; 2 ; 4 ; 30,4526748971
0 ; 2 ; 0 ; 5 ; 31,0928212163
0 ; 2 ; 1 ; 4 ; 30,7270233196
0 ; 2 ; 2 ; 3 ; 29,7325102881
0 ; 3 ; 0 ; 4 ; 30,361225423
